trial,opponent,seed,opponent_rng,winner,game_points,score,aggressive_moves,defensive_moves
39,BullyBot,118888325,118888326,BullyBot,2,70,3154,319
40,BullyBot,4033248990,4033248991,BullyBot,3,84,3159,319
41,BullyBot,1405819824,1405819825,BullyBot,2,75,3166,319
42,BullyBot,1025213193,1025213194,AdaptiveBot,2,91,3171,320
43,BullyBot,545267675,545267676,AdaptiveBot,2,73,3177,320
44,BullyBot,164661044,164661045,AdaptiveBot,3,77,3182,320
45,BullyBot,1832199174,1832199175,AdaptiveBot,3,70,3186,320
46,BullyBot,1451592543,1451592544,AdaptiveBot,2,70,3190,320
47,BullyBot,3218469560,3218469561,BullyBot,2,75,3197,320
48,BullyBot,591040394,591040395,BullyBot,2,71,3202,320
49,BullyBot,210433763,210433764,BullyBot,3,79,3207,320
50,BullyBot,1877971893,1877971894,BullyBot,1,58,3217,320
51,BullyBot,3644848910,3644848911,AdaptiveBot,1,68,3224,320
52,BullyBot,3264242279,3264242280,BullyBot,2,69,3230,320
53,BullyBot,636813113,636813114,AdaptiveBot,3,84,3235,320
54,BullyBot,256206482,256206483,AdaptiveBot,2,81,3238,323
55,BullyBot,1923744612,1923744613,AdaptiveBot,1,70,3245,324
56,BullyBot,3690621629,3690621630,BullyBot,1,65,3255,324
57,BullyBot,1063192463,1063192464,AdaptiveBot,3,74,3258,324
58,BullyBot,682585832,682585833,AdaptiveBot,2,70,3262,324
59,BullyBot,301979201,301979202,BullyBot,1,76,3270,324
60,BullyBot,4117000979,4117000980,AdaptiveBot,2,75,3274,324
61,BullyBot,3736394348,3736394349,AdaptiveBot,3,75,3276,324
62,BullyBot,1108965182,1108965183,AdaptiveBot,3,74,3280,325
63,BullyBot,728358551,728358552,AdaptiveBot,1,75,3286,325
64,BullyBot,248413033,248413034,BullyBot,2,69,3291,325
65,BullyBot,4162773698,4162773699,BullyBot,3,69,3295,325
66,BullyBot,3782167067,3782167068,AdaptiveBot,3,71,3299,325
67,BullyBot,1154737901,1154737902,BullyBot,2,76,3305,325
68,BullyBot,2921614918,2921614919,AdaptiveBot,2,75,3311,325
69,BullyBot,294185752,294185753,AdaptiveBot,1,67,3318,325
70,BullyBot,4208546417,4208546418,BullyBot,2,68,3325,325
71,BullyBot,1581117251,1581117252,AdaptiveBot,2,68,3332,325
72,BullyBot,3347994268,3347994269,BullyBot,2,75,3339,325
73,BullyBot,2967387637,2967387638,BullyBot,1,67,3348,325
74,BullyBot,339958471,339958472,AdaptiveBot,2,76,3352,325
75,BullyBot,4254319136,4254319137,AdaptiveBot,3,77,3357,325
76,BullyBot,1626889970,1626889971,AdaptiveBot,2,77,3363,326
77,BullyBot,3393766987,3393766988,BullyBot,2,68,3369,326
78,BullyBot,3013160356,3013160357,BullyBot,3,77,3375,326
79,BullyBot,385731190,385731191,AdaptiveBot,2,67,3377,332
80,BullyBot,5124559,5124560,AdaptiveBot,1,72,3383,332
81,BullyBot,3820146337,3820146338,AdaptiveBot,2,76,3388,332
82,BullyBot,3439539706,3439539707,AdaptiveBot,1,57,3391,339
83,BullyBot,812110540,812110541,BullyBot,2,71,3396,339
84,BullyBot,431503909,431503910,AdaptiveBot,2,77,3403,340
85,BullyBot,2198380926,2198380927,BullyBot,1,66,3411,340
86,BullyBot,3865919056,3865919057,AdaptiveBot,1,75,3418,340
87,BullyBot,3485312425,3485312426,AdaptiveBot,1,68,3425,340
88,BullyBot,857883259,857883260,BullyBot,2,75,3431,340
89,BullyBot,2624760276,2624760277,AdaptiveBot,2,76,3437,340
90,BullyBot,4292298406,4292298407,AdaptiveBot,2,71,3443,340
91,BullyBot,3911691775,3911691776,AdaptiveBot,2,68,3449,340
92,BullyBot,3531085144,3531085145,BullyBot,1,71,3457,340
93,BullyBot,3051139626,3051139627,AdaptiveBot,1,78,3460,347
94,BullyBot,2670532995,2670532996,AdaptiveBot,1,63,3469,349
95,BullyBot,43103829,43103830,BullyBot,1,72,3474,349
96,BullyBot,3957464494,3957464495,AdaptiveBot,1,60,3477,356
97,BullyBot,1429374215,1429374216,BullyBot,2,67,3483,356
98,BullyBot,3096912345,3096912346,BullyBot,3,68,3487,356
99,BullyBot,2716305714,2716305715,AdaptiveBot,3,71,3492,356
100,BullyBot,88876548,88876549,BullyBot,2,68,3498,356
101,BullyBot,4003237213,4003237214,AdaptiveBot,1,76,3504,356
102,BullyBot,3523291695,3523291696,BullyBot,1,69,3512,356
103,BullyBot,3142685064,3142685065,BullyBot,2,69,3517,356
104,BullyBot,2762078433,2762078434,AdaptiveBot,3,81,3519,356
105,BullyBot,134649267,134649268,BullyBot,3,71,3523,356
106,BullyBot,1901526284,1901526285,BullyBot,1,67,3529,356
107,BullyBot,3569064414,3569064415,AdaptiveBot,2,75,3535,356
108,BullyBot,3188457783,3188457784,BullyBot,3,70,3539,356
109,BullyBot,561028617,561028618,AdaptiveBot,1,67,3542,363
110,BullyBot,2327905634,2327905635,BullyBot,3,69,3546,363
111,BullyBot,1947299003,1947299004,BullyBot,2,72,3551,363
112,BullyBot,3614837133,3614837134,AdaptiveBot,2,77,3555,363
113,BullyBot,3234230502,3234230503,AdaptiveBot,2,87,3563,363
114,BullyBot,2754284984,2754284985,AdaptiveBot,2,70,3568,366
115,BullyBot,2373678353,2373678354,BullyBot,3,70,3572,366
116,BullyBot,4041216483,4041216484,BullyBot,2,68,3578,366
117,BullyBot,3660609852,3660609853,AdaptiveBot,3,71,3583,366
118,BullyBot,1132519573,1132519574,AdaptiveBot,1,68,3585,374
119,BullyBot,2800057703,2800057704,AdaptiveBot,1,67,3594,374
120,BullyBot,2419451072,2419451073,AdaptiveBot,1,81,3600,374
121,BullyBot,4086989202,4086989203,AdaptiveBot,1,68,3604,381
122,BullyBot,1558898923,1558898924,AdaptiveBot,3,67,3608,381
123,BullyBot,1178292292,1178292293,AdaptiveBot,3,74,3611,383
124,BullyBot,2845830422,2845830423,AdaptiveBot,3,70,3616,383
125,BullyBot,2465223791,2465223792,AdaptiveBot,3,97,3622,383
126,BullyBot,4132761921,4132761922,BullyBot,2,70,3628,383
127,BullyBot,1604671642,1604671643,AdaptiveBot,3,76,3634,383
128,BullyBot,3272209772,3272209773,AdaptiveBot,3,74,3636,383
129,BullyBot,2891603141,2891603142,AdaptiveBot,3,70,3641,383
130,BullyBot,2510996510,2510996511,BullyBot,1,67,3650,383
131,BullyBot,2031050992,2031050993,AdaptiveBot,1,68,3657,383
132,BullyBot,1650444361,1650444362,AdaptiveBot,2,77,3663,383
133,BullyBot,3317982491,3317982492,AdaptiveBot,2,83,3664,389
134,BullyBot,2937375860,2937375861,AdaptiveBot,3,81,3669,389
135,BullyBot,2457430342,2457430343,AdaptiveBot,1,76,3679,389
136,BullyBot,2076823711,2076823712,AdaptiveBot,2,76,3683,389
137,BullyBot,1696217080,1696217081,AdaptiveBot,1,83,3690,390
138,BullyBot,3363755210,3363755211,BullyBot,3,84,3695,390
139,BullyBot,835664931,835664932,AdaptiveBot,2,71,3699,390
140,BullyBot,2503203061,2503203062,BullyBot,1,70,3707,390
141,BullyBot,2122596430,2122596431,AdaptiveBot,1,77,3713,390
142,BullyBot,1741989799,1741989800,AdaptiveBot,1,68,3720,392
143,BullyBot,1262044281,1262044282,BullyBot,3,71,3724,392
144,BullyBot,881437650,881437651,BullyBot,1,68,3733,392
145,BullyBot,2548975780,2548975781,AdaptiveBot,3,76,3738,392
146,BullyBot,2168369149,2168369150,AdaptiveBot,3,71,3743,392
147,BullyBot,3835907279,3835907280,AdaptiveBot,3,70,3748,392
148,BullyBot,1307817000,1307817001,BullyBot,3,84,3753,392
149,BullyBot,927210369,927210370,BullyBot,2,73,3759,392
150,BullyBot,2594748499,2594748500,AdaptiveBot,1,68,3766,393
151,BullyBot,2214141868,2214141869,AdaptiveBot,1,59,3769,401
152,BullyBot,1734196350,1734196351,BullyBot,1,67,3779,401
153,BullyBot,1353589719,1353589720,BullyBot,1,62,3789,401
154,BullyBot,3021127849,3021127850,AdaptiveBot,3,75,3794,401
155,BullyBot,2640521218,2640521219,AdaptiveBot,2,68,3798,401
156,BullyBot,112430939,112430940,BullyBot,1,69,3803,401
157,BullyBot,1779969069,1779969070,AdaptiveBot,2,71,3808,401
158,BullyBot,1399362438,1399362439,BullyBot,2,76,3814,401
159,BullyBot,3066900568,3066900569,AdaptiveBot,1,60,3816,409
160,BullyBot,538810289,538810290,AdaptiveBot,1,75,3822,410
161,BullyBot,2206348419,2206348420,BullyBot,3,78,3827,410
162,BullyBot,1825741788,1825741789,BullyBot,3,70,3831,410
163,BullyBot,1445135157,1445135158,BullyBot,3,70,3835,410
164,BullyBot,965189639,965189640,AdaptiveBot,1,72,3839,416
165,BullyBot,584583008,584583009,AdaptiveBot,1,82,3848,416
166,BullyBot,2252121138,2252121139,AdaptiveBot,2,80,3852,416
167,BullyBot,1871514507,1871514508,AdaptiveBot,2,71,3857,416
168,BullyBot,3638391524,3638391525,BullyBot,2,68,3862,416
169,BullyBot,1010962358,1010962359,AdaptiveBot,1,55,3868,420
170,BullyBot,630355727,630355728,BullyBot,1,58,3879,420
171,BullyBot,2297893857,2297893858,BullyBot,3,70,3884,420
172,BullyBot,1917287226,1917287227,BullyBot,2,71,3890,420
173,BullyBot,1437341708,1437341709,AdaptiveBot,3,71,3895,420
174,BullyBot,1056735077,1056735078,AdaptiveBot,1,73,3902,421
175,BullyBot,676128446,676128447,BullyBot,3,68,3906,421
176,BullyBot,2343666576,2343666577,BullyBot,2,70,3911,421
177,BullyBot,4110543593,4110543594,AdaptiveBot,3,76,3917,421
178,BullyBot,1483114427,1483114428,AdaptiveBot,1,66,3920,428
179,BullyBot,1102507796,1102507797,BullyBot,1,67,3930,428
180,BullyBot,2770045926,2770045927,BullyBot,2,78,3936,428
181,BullyBot,241955647,241955648,AdaptiveBot,1,89,3942,428
182,BullyBot,4156316312,4156316313,BullyBot,1,69,3950,428
183,BullyBot,1528887146,1528887147,BullyBot,3,70,3954,428
184,BullyBot,1148280515,1148280516,AdaptiveBot,2,67,3958,428
185,BullyBot,668334997,668334998,AdaptiveBot,3,72,3962,428
186,BullyBot,287728366,287728367,BullyBot,2,76,3968,428
187,BullyBot,4202089031,4202089032,AdaptiveBot,2,70,3973,428
188,BullyBot,1574659865,1574659866,AdaptiveBot,2,69,3978,428
189,BullyBot,3341536882,3341536883,AdaptiveBot,1,70,3984,429
190,BullyBot,714107716,714107717,BullyBot,1,60,3994,429
191,BullyBot,333501085,333501086,BullyBot,1,58,4005,429
192,BullyBot,2001039215,2001039216,AdaptiveBot,3,68,4010,429
193,BullyBot,3767916232,3767916233,AdaptiveBot,1,69,4016,430
194,BullyBot,3387309601,3387309602,AdaptiveBot,2,78,4021,430
195,BullyBot,759880435,759880436,AdaptiveBot,3,70,4026,430
196,BullyBot,379273804,379273805,BullyBot,3,76,4031,430
197,BullyBot,2046811934,2046811935,BullyBot,3,83,4036,430
198,BullyBot,3813688951,3813688952,BullyBot,3,76,4041,430
199,BullyBot,1186259785,1186259786,AdaptiveBot,3,82,4043,432
200,BullyBot,805653154,805653155,AdaptiveBot,3,70,4047,432
201,BullyBot,425046523,425046524,BullyBot,1,67,4053,435
202,BullyBot,4240068301,4240068302,AdaptiveBot,3,76,4056,435
203,BullyBot,3859461670,3859461671,BullyBot,3,76,4060,435
204,BullyBot,1232032504,1232032505,BullyBot,1,55,4070,435
205,BullyBot,851425873,851425874,BullyBot,2,78,4075,435
206,BullyBot,371480355,371480356,BullyBot,2,79,4081,435
207,BullyBot,4285841020,4285841021,BullyBot,2,67,4088,435
208,BullyBot,3905234389,3905234390,AdaptiveBot,2,90,4094,436
209,BullyBot,1277805223,1277805224,AdaptiveBot,3,70,4098,436
210,BullyBot,3044682240,3044682241,AdaptiveBot,1,59,4100,444
211,BullyBot,417253074,417253075,AdaptiveBot,2,76,4105,444
212,BullyBot,36646443,36646444,AdaptiveBot,3,67,4107,444
213,BullyBot,3951007108,3951007109,AdaptiveBot,3,77,4110,444
214,BullyBot,3471061590,3471061591,BullyBot,2,71,4116,444
215,BullyBot,3090454959,3090454960,AdaptiveBot,1,66,4124,444
216,BullyBot,463025793,463025794,BullyBot,1,64,4135,444
217,BullyBot,82419162,82419163,BullyBot,1,69,4143,444
218,BullyBot,1749957292,1749957293,AdaptiveBot,2,75,4147,444
219,BullyBot,3516834309,3516834310,BullyBot,3,69,4151,444
220,BullyBot,3136227678,3136227679,AdaptiveBot,1,58,4161,444
221,BullyBot,508798512,508798513,BullyBot,1,68,4168,444
222,BullyBot,128191881,128191882,BullyBot,2,71,4174,444
223,BullyBot,3943213659,3943213660,BullyBot,3,78,4179,444
224,BullyBot,3562607028,3562607029,AdaptiveBot,1,70,4188,444
225,BullyBot,935177862,935177863,AdaptiveBot,1,67,4197,444
226,BullyBot,554571231,554571232,BullyBot,1,66,4206,444
227,BullyBot,2321448248,2321448249,AdaptiveBot,2,69,4210,444
228,BullyBot,3988986378,3988986379,BullyBot,2,75,4217,444
229,BullyBot,3608379747,3608379748,AdaptiveBot,2,90,4223,445
230,BullyBot,980950581,980950582,AdaptiveBot,2,75,4229,445
231,BullyBot,2747827598,2747827599,BullyBot,3,84,4234,445
232,BullyBot,2367220967,2367220968,AdaptiveBot,3,78,4240,445
233,BullyBot,4034759097,4034759098,AdaptiveBot,1,75,4246,446
234,BullyBot,3654152466,3654152467,BullyBot,2,70,4253,446
235,BullyBot,3174206948,3174206949,BullyBot,2,78,4259,446
236,BullyBot,2793600317,2793600318,BullyBot,3,77,4264,446
237,BullyBot,166171151,166171152,AdaptiveBot,2,68,4268,446
238,BullyBot,4080531816,4080531817,BullyBot,2,68,4275,446
239,BullyBot,1552441537,1552441538,BullyBot,3,69,4276,451
240,BullyBot,3219979667,3219979668,AdaptiveBot,1,74,4282,452
241,BullyBot,2839373036,2839373037,BullyBot,2,69,4287,452
242,BullyBot,211943870,211943871,AdaptiveBot,2,70,4292,452
243,BullyBot,4126304535,4126304536,AdaptiveBot,1,70,4296,459
244,BullyBot,3646359017,3646359018,BullyBot,1,85,4303,459
245,BullyBot,3265752386,3265752387,AdaptiveBot,2,87,4307,459
246,BullyBot,2885145755,2885145756,BullyBot,1,78,4313,459
247,BullyBot,257716589,257716590,BullyBot,1,70,4319,459
248,BullyBot,2024593606,2024593607,BullyBot,1,68,4328,459
249,BullyBot,3692131736,3692131737,BullyBot,3,79,4334,459
250,BullyBot,3311525105,3311525106,BullyBot,3,77,4339,459
251,BullyBot,684095939,684095940,AdaptiveBot,2,75,4343,459
252,BullyBot,2450972956,2450972957,BullyBot,1,70,4350,459
253,BullyBot,2070366325,2070366326,BullyBot,3,72,4354,459
254,BullyBot,3737904455,3737904456,BullyBot,3,69,4359,459
255,BullyBot,3357297824,3357297825,AdaptiveBot,3,75,4365,459
256,BullyBot,2877352306,2877352307,AdaptiveBot,2,77,4371,459
257,BullyBot,2496745675,2496745676,BullyBot,3,69,4375,459
258,BullyBot,2116139044,2116139045,AdaptiveBot,1,74,4383,459
259,BullyBot,3783677174,3783677175,AdaptiveBot,1,76,4388,460
260,BullyBot,1255586895,1255586896,AdaptiveBot,3,75,4390,460
261,BullyBot,2923125025,2923125026,BullyBot,3,71,4394,460
262,BullyBot,2542518394,2542518395,AdaptiveBot,2,84,4400,460
263,BullyBot,4210056524,4210056525,BullyBot,1,70,4410,460
264,BullyBot,1681966245,1681966246,BullyBot,1,68,4419,460
265,BullyBot,1301359614,1301359615,AdaptiveBot,2,75,4424,460
266,BullyBot,2968897744,2968897745,AdaptiveBot,2,67,4425,467
267,BullyBot,2588291113,2588291114,AdaptiveBot,2,67,4430,467
268,BullyBot,4255829243,4255829244,AdaptiveBot,2,76,4436,467
269,BullyBot,1727738964,1727738965,BullyBot,2,78,4442,467
270,BullyBot,3395277094,3395277095,BullyBot,3,76,4447,467
271,BullyBot,3014670463,3014670464,AdaptiveBot,2,82,4452,467
272,BullyBot,2634063832,2634063833,AdaptiveBot,2,69,4456,467
273,BullyBot,2154118314,2154118315,AdaptiveBot,3,69,4458,467
274,BullyBot,1773511683,1773511684,AdaptiveBot,1,67,4465,467
275,BullyBot,3441049813,3441049814,BullyBot,3,69,4469,467
276,BullyBot,3060443182,3060443183,AdaptiveBot,2,76,4474,468
277,BullyBot,532352903,532352904,BullyBot,2,77,4482,468
278,BullyBot,2199891033,2199891034,AdaptiveBot,3,68,4487,468
279,BullyBot,1819284402,1819284403,AdaptiveBot,2,74,4491,468
280,BullyBot,3486822532,3486822533,AdaptiveBot,1,68,4492,477
281,BullyBot,958732253,958732254,AdaptiveBot,3,69,4496,477
282,BullyBot,2626270383,2626270384,BullyBot,1,69,4503,477
283,BullyBot,2245663752,2245663753,AdaptiveBot,1,77,4503,487
284,BullyBot,1865057121,1865057122,BullyBot,2,70,4508,487
285,BullyBot,1385111603,1385111604,BullyBot,1,75,4516,488
286,BullyBot,1004504972,1004504973,BullyBot,1,70,4523,488
287,BullyBot,2672043102,2672043103,AdaptiveBot,1,66,4530,488
288,BullyBot,2291436471,2291436472,AdaptiveBot,2,78,4535,490
289,BullyBot,1811490953,1811490954,AdaptiveBot,2,67,4539,490
290,BullyBot,1430884322,1430884323,BullyBot,1,59,4550,490
291,BullyBot,1050277691,1050277692,BullyBot,3,82,4555,490
292,BullyBot,2717815821,2717815822,BullyBot,1,69,4562,490
293,BullyBot,2337209190,2337209191,AdaptiveBot,3,77,4568,490
294,BullyBot,1857263672,1857263673,AdaptiveBot,1,66,4571,496
295,BullyBot,1476657041,1476657042,AdaptiveBot,1,69,4573,499
296,BullyBot,3144195171,3144195172,AdaptiveBot,2,76,4579,499
297,BullyBot,2763588540,2763588541,BullyBot,1,68,4587,499
298,BullyBot,235498261,235498262,AdaptiveBot,1,77,4595,499
299,BullyBot,1903036391,1903036392,BullyBot,1,68,4604,499
300,BullyBot,1522429760,1522429761,AdaptiveBot,3,73,4607,499
301,BullyBot,3189967890,3189967891,AdaptiveBot,3,76,4609,499
302,BullyBot,661877611,661877612,AdaptiveBot,3,75,4612,499
303,BullyBot,281270980,281270981,AdaptiveBot,3,77,4618,499
304,BullyBot,1948809110,1948809111,BullyBot,1,70,4626,499
305,BullyBot,1568202479,1568202480,BullyBot,1,71,4634,499
306,BullyBot,1088256961,1088256962,BullyBot,2,71,4639,499
307,BullyBot,707650330,707650331,BullyBot,2,69,4645,499
308,BullyBot,2375188460,2375188461,BullyBot,1,70,4651,499
309,BullyBot,1994581829,1994581830,BullyBot,3,85,4656,499
310,BullyBot,3761458846,3761458847,AdaptiveBot,1,94,4663,500
311,BullyBot,1134029680,1134029681,BullyBot,1,68,4672,500
312,BullyBot,753423049,753423050,BullyBot,2,74,4678,500
313,BullyBot,2420961179,2420961180,BullyBot,1,70,4685,500
314,BullyBot,2040354548,2040354549,BullyBot,1,73,4693,501
315,BullyBot,1560409030,1560409031,AdaptiveBot,3,71,4696,504
316,BullyBot,1179802399,1179802400,AdaptiveBot,3,68,4698,504
317,BullyBot,799195768,799195769,BullyBot,1,68,4707,504
318,BullyBot,2466733898,2466733899,BullyBot,3,77,4712,504
319,BullyBot,4233610915,4233610916,BullyBot,2,69,4717,504
320,BullyBot,1606181749,1606181750,BullyBot,1,70,4723,504
321,BullyBot,1225575118,1225575119,BullyBot,1,66,4732,504
322,BullyBot,844968487,844968488,AdaptiveBot,3,77,4738,504
323,BullyBot,365022969,365022970,AdaptiveBot,2,68,4741,504
324,BullyBot,4279383634,4279383635,AdaptiveBot,2,75,4746,504
325,BullyBot,1651954468,1651954469,BullyBot,3,71,4750,504
326,BullyBot,1271347837,1271347838,AdaptiveBot,1,68,4758,504
327,BullyBot,791402319,791402320,BullyBot,3,70,4763,504
328,BullyBot,410795688,410795689,AdaptiveBot,1,80,4768,504
329,BullyBot,30189057,30189058,BullyBot,1,63,4776,507
330,BullyBot,1697727187,1697727188,AdaptiveBot,1,76,4784,507
331,BullyBot,3464604204,3464604205,AdaptiveBot,2,71,4789,507
332,BullyBot,837175038,837175039,BullyBot,2,76,4796,507
333,BullyBot,456568407,456568408,AdaptiveBot,1,68,4802,510
334,BullyBot,2124106537,2124106538,BullyBot,3,70,4807,510
335,BullyBot,3890983554,3890983555,BullyBot,3,76,4812,510
336,BullyBot,3510376923,3510376924,AdaptiveBot,1,63,4822,510
337,BullyBot,882947757,882947758,AdaptiveBot,1,85,4828,511
338,BullyBot,502341126,502341127,BullyBot,1,69,4834,511
339,BullyBot,2169879256,2169879257,AdaptiveBot,1,69,4843,511
340,BullyBot,3936756273,3936756274,BullyBot,3,71,4843,516
341,BullyBot,1309327107,1309327108,BullyBot,2,78,4849,516
342,BullyBot,928720476,928720477,AdaptiveBot,3,69,4852,516
343,BullyBot,548113845,548113846,AdaptiveBot,3,77,4856,516
344,BullyBot,68168327,68168328,BullyBot,3,78,4861,516
345,BullyBot,3982528992,3982528993,BullyBot,3,77,4866,516
346,BullyBot,1355099826,1355099827,BullyBot,3,77,4871,516
347,BullyBot,974493195,974493196,BullyBot,3,84,4876,516
348,BullyBot,2741370212,2741370213,AdaptiveBot,3,70,4881,516
349,BullyBot,113941046,113941047,AdaptiveBot,2,78,4888,516
350,BullyBot,4028301711,4028301712,BullyBot,2,70,4893,516
351,BullyBot,1400872545,1400872546,BullyBot,1,68,4901,516
352,BullyBot,3167749562,3167749563,AdaptiveBot,2,76,4903,521
353,BullyBot,540320396,540320397,BullyBot,1,70,4910,521
354,BullyBot,159713765,159713766,AdaptiveBot,1,70,4917,521
355,BullyBot,4074074430,4074074431,AdaptiveBot,1,69,4923,521
356,BullyBot,3594128912,3594128913,BullyBot,1,67,4931,522
357,BullyBot,3213522281,3213522282,BullyBot,3,76,4935,522
358,BullyBot,586093115,586093116,AdaptiveBot,3,68,4941,522
359,BullyBot,205486484,205486485,BullyBot,3,78,4945,522
360,BullyBot,4020508262,4020508263,BullyBot,1,68,4954,522
361,BullyBot,3639901631,3639901632,AdaptiveBot,3,77,4960,522
362,BullyBot,3259295000,3259295001,AdaptiveBot,1,65,4970,522
363,BullyBot,631865834,631865835,BullyBot,1,68,4979,522
364,BullyBot,251259203,251259204,AdaptiveBot,3,70,4981,525
365,BullyBot,4066280981,4066280982,AdaptiveBot,3,80,4983,525
366,BullyBot,3685674350,3685674351,BullyBot,2,71,4989,525
367,BullyBot,3305067719,3305067720,BullyBot,1,68,4996,526
368,BullyBot,677638553,677638554,AdaptiveBot,1,73,4998,532
369,BullyBot,2444515570,2444515571,AdaptiveBot,2,69,5005,532
370,BullyBot,4112053700,4112053701,AdaptiveBot,3,76,5008,532
371,BullyBot,3731447069,3731447070,AdaptiveBot,2,66,5011,538
372,BullyBot,1104017903,1104017904,AdaptiveBot,3,75,5013,538
373,BullyBot,2870894920,2870894921,AdaptiveBot,1,68,5020,538
374,BullyBot,2490288289,2490288290,AdaptiveBot,2,71,5025,538
375,BullyBot,4157826419,4157826420,BullyBot,2,75,5031,538
376,BullyBot,3777219788,3777219789,BullyBot,3,77,5036,538
377,BullyBot,3297274270,3297274271,AdaptiveBot,1,69,5042,541
378,BullyBot,2916667639,2916667640,AdaptiveBot,3,77,5048,541
379,BullyBot,289238473,289238474,BullyBot,2,84,5053,541
380,BullyBot,4203599138,4203599139,BullyBot,1,66,5063,541
381,BullyBot,1675508859,1675508860,AdaptiveBot,2,96,5070,541
382,BullyBot,3343046989,3343046990,BullyBot,2,78,5075,541
383,BullyBot,2962440358,2962440359,BullyBot,2,75,5082,541
384,BullyBot,335011192,335011193,AdaptiveBot,3,68,5087,541
385,BullyBot,4249371857,4249371858,AdaptiveBot,1,75,5092,542
386,BullyBot,3769426339,3769426340,BullyBot,1,67,5102,542
387,BullyBot,3388819708,3388819709,AdaptiveBot,2,75,5107,542
388,BullyBot,3008213077,3008213078,BullyBot,3,69,5111,542
389,BullyBot,380783911,380783912,AdaptiveBot,2,68,5115,542
390,BullyBot,2147660928,2147660929,BullyBot,2,75,5122,542
391,BullyBot,3815199058,3815199059,AdaptiveBot,3,79,5128,542
392,BullyBot,3434592427,3434592428,AdaptiveBot,1,58,5137,543
393,BullyBot,3053985796,3053985797,AdaptiveBot,2,69,5143,545
394,BullyBot,2574040278,2574040279,AdaptiveBot,2,83,5148,545
395,BullyBot,2193433647,2193433648,BullyBot,3,75,5153,545
396,BullyBot,3860971777,3860971778,AdaptiveBot,3,75,5155,545
397,BullyBot,3480365146,3480365147,AdaptiveBot,2,96,5159,545
398,BullyBot,3000419628,3000419629,BullyBot,1,58,5170,545
399,BullyBot,2619812997,2619812998,AdaptiveBot,3,70,5175,545
400,BullyBot,2239206366,2239206367,BullyBot,3,77,5180,545
401,BullyBot,3906744496,3906744497,AdaptiveBot,2,70,5184,545
402,BullyBot,1378654217,1378654218,AdaptiveBot,2,76,5192,545
403,BullyBot,3046192347,3046192348,BullyBot,1,68,5201,545
404,BullyBot,2665585716,2665585717,AdaptiveBot,3,70,5206,545
405,BullyBot,38156550,38156551,BullyBot,1,68,5213,545
406,BullyBot,1805033567,1805033568,AdaptiveBot,2,83,5219,545
407,BullyBot,1424426936,1424426937,BullyBot,1,68,5229,545
